timestamp,temperature_c,pstate,power_w,sm_clock_mhz,memory_clock_mhz,gpu_util_pct,memory_util_pct,memory_used_mib
2026-09-01T19:18:19.2936012+10:00,83, P0, 101.54, 2340, 9001, 0, 0, 1100
2026-09-01T19:18:19.8831755+10:00,83, P0, 60.27, 2340, 9001, 0, 0, 1308
2026-09-01T19:18:20.5177003+10:00,82, P0, 59.68, 2340, 9001, 31, 1, 5764
2026-09-01T19:18:21.1552381+10:00,82, P0, 60.11, 2340, 9001, 28, 1, 5764
2026-09-01T19:18:21.7486474+10:00,82, P0, 61.20, 2340, 9001, 28, 1, 8576
2026-09-01T19:18:22.3526671+10:00,89, P0, 80.20, 1785, 9001, 100, 27, 8576
2026-09-01T19:18:22.9558536+10:00,88, P0, 130.88, 1590, 9001, 100, 25, 8576
2026-09-01T19:18:23.5468959+10:00,88, P0, 148.09, 1590, 9001, 99, 24, 8576
2026-09-01T19:18:24.1676178+10:00,89, P0, 148.51, 1590, 9001, 100, 24, 8576
2026-09-01T19:18:24.7576716+10:00,89, P0, 148.58, 1590, 9001, 100, 23, 8576
2026-09-01T19:18:25.3462117+10:00,89, P0, 149.19, 1590, 9001, 100, 24, 8576
2026-09-01T19:18:25.9493356+10:00,89, P0, 149.99, 1590, 9001, 100, 26, 8576
2026-09-01T19:18:26.5725013+10:00,89, P0, 150.83, 1590, 9001, 100, 33, 8575
2026-09-01T19:18:27.1789578+10:00,89, P0, 151.23, 1545, 9001, 100, 38, 8575
2026-09-01T19:18:27.7854164+10:00,89, P0, 151.34, 1545, 9001, 100, 43, 8575
2026-09-01T19:18:28.3755002+10:00,89, P0, 152.41, 1545, 9001, 100, 50, 8575
2026-09-01T19:18:28.9651780+10:00,89, P0, 154.06, 1545, 9001, 100, 53, 8575
2026-09-01T19:18:29.5716224+10:00,89, P0, 153.91, 1500, 9001, 100, 57, 8575
2026-09-01T19:18:30.1766151+10:00,88, P0, 151.73, 1515, 9001, 100, 57, 8575
2026-09-01T19:18:30.7836159+10:00,89, P0, 150.82, 1500, 9001, 100, 59, 8575
2026-09-01T19:18:31.3744628+10:00,88, P0, 151.06, 1485, 9001, 99, 60, 8575
2026-09-01T19:18:32.0133635+10:00,89, P0, 150.51, 1545, 9001, 100, 62, 8575
2026-09-01T19:18:32.6690073+10:00,89, P0, 151.05, 1500, 9001, 100, 64, 8575
2026-09-01T19:18:33.2880992+10:00,89, P0, 152.11, 1500, 9001, 100, 67, 8575
2026-09-01T19:18:33.8957359+10:00,89, P0, 153.19, 1470, 9001, 100, 65, 8575
2026-09-01T19:18:34.5035827+10:00,85, P0, 139.82, 2340, 9001, 1, 0, 8575
2026-09-01T19:18:35.1108222+10:00,84, P0, 102.29, 1875, 9001, 92, 24, 8581
2026-09-01T19:18:35.7178254+10:00,89, P0, 117.30, 1590, 9001, 98, 80, 8581
2026-09-01T19:18:36.3252271+10:00,89, P0, 166.62, 1530, 9001, 99, 78, 8648
2026-09-01T19:18:36.9170124+10:00,89, P0, 166.00, 1590, 9001, 98, 71, 8657
2026-09-01T19:18:37.5507514+10:00,89, P0, 157.18, 1530, 9001, 98, 75, 8657
2026-09-01T19:18:38.1985076+10:00,85, P0, 130.21, 2340, 9001, 5, 0, 1419
