timestamp,temperature_c,pstate,power_w,sm_clock_mhz,memory_clock_mhz,gpu_util_pct,memory_util_pct,memory_used_mib
2026-09-01T19:12:57.9783250+10:00,72, P0, 51.89, 2355, 9001, 6, 0, 1016
2026-09-01T19:12:58.5599261+10:00,71, P0, 50.51, 2040, 9001, 6, 0, 1223
2026-09-01T19:12:59.1521125+10:00,71, P0, 49.04, 2355, 9001, 38, 1, 5679
2026-09-01T19:12:59.7404057+10:00,71, P0, 50.97, 2355, 9001, 38, 1, 5679
2026-09-01T19:13:00.3151149+10:00,75, P0, 54.60, 1920, 9001, 47, 7, 6635
2026-09-01T19:13:00.9330305+10:00,80, P0, 110.59, 1890, 9001, 100, 29, 6641
2026-09-01T19:13:01.5549259+10:00,78, P0, 160.08, 2115, 9001, 97, 93, 6641
2026-09-01T19:13:02.1708642+10:00,78, P0, 164.00, 2010, 9001, 97, 94, 6641
2026-09-01T19:13:02.7908248+10:00,79, P0, 174.93, 2100, 9001, 97, 96, 1255
2026-09-01T19:13:03.3683249+10:00,73, P0, 134.38, 2340, 9001, 5, 0, 1255
