timestamp,temperature_c,pstate,power_w,sm_clock_mhz,memory_clock_mhz,gpu_util_pct,memory_util_pct,memory_used_mib
2026-09-01T19:12:29.4563362+10:00,68, P0, 49.22, 2355, 9001, 6, 0, 1016
2026-09-01T19:12:30.0521628+10:00,68, P0, 49.37, 2355, 9001, 6, 0, 1223
2026-09-01T19:12:30.6558712+10:00,67, P0, 48.17, 2355, 9001, 42, 2, 5679
2026-09-01T19:12:31.2631762+10:00,68, P0, 49.14, 2355, 9001, 38, 1, 5679
2026-09-01T19:12:31.8518357+10:00,68, P0, 51.19, 2355, 9001, 38, 1, 6137
2026-09-01T19:12:32.4404350+10:00,74, P0, 151.52, 2115, 9001, 99, 94, 6137
2026-09-01T19:12:33.0488304+10:00,75, P0, 175.21, 2220, 9001, 97, 93, 6137
2026-09-01T19:12:33.6694146+10:00,69, P0, 144.54, 2340, 9001, 7, 0, 1255
