timestamp,temperature_c,pstate,power_w,sm_clock_mhz,memory_clock_mhz,gpu_util_pct,memory_util_pct,memory_used_mib
2026-09-01T19:26:53.0917797+10:00,74, P0, 106.07, 2340, 9001, 6, 0, 1149
2026-09-01T19:26:53.6911156+10:00,74, P0, 53.70, 2340, 9001, 6, 0, 1357
2026-09-01T19:26:54.3277435+10:00,73, P0, 53.44, 2340, 9001, 6, 0, 5813
2026-09-01T19:26:54.9350946+10:00,73, P0, 53.47, 2340, 9001, 33, 1, 5807
2026-09-01T19:26:55.5704793+10:00,73, P0, 55.25, 2340, 9001, 35, 1, 8253
2026-09-01T19:26:56.2238359+10:00,81, P0, 76.12, 1905, 9001, 99, 31, 8269
2026-09-01T19:26:56.9253841+10:00,82, P0, 175.69, 1860, 9001, 100, 27, 8275
2026-09-01T19:26:57.5619324+10:00,82, P0, 173.68, 1830, 9001, 100, 25, 8275
2026-09-01T19:26:58.2408776+10:00,82, P0, 162.61, 1770, 9001, 99, 24, 8281
2026-09-01T19:26:58.9190396+10:00,81, P0, 177.70, 2040, 9001, 96, 95, 8283
2026-09-01T19:26:59.5381071+10:00,81, P0, 172.21, 2070, 9001, 96, 95, 8283
2026-09-01T19:27:00.1605224+10:00,80, P0, 177.54, 2040, 9001, 96, 96, 1397
