timestamp,temperature_c,pstate,power_w,sm_clock_mhz,memory_clock_mhz,gpu_util_pct,memory_util_pct,memory_used_mib
2026-09-01T19:26:23.5334328+10:00,60, P8, 8.65, 210, 405, 33, 3, 1153
2026-09-01T19:26:24.1178490+10:00,61, P0, 12.62, 2040, 9001, 7, 0, 1357
2026-09-01T19:26:24.7042078+10:00,62, P0, 26.85, 2040, 9001, 6, 0, 5813
2026-09-01T19:26:25.3061981+10:00,62, P0, 43.95, 2355, 9001, 37, 1, 5819
2026-09-01T19:26:25.8960358+10:00,62, P0, 48.60, 2355, 9001, 37, 1, 8271
2026-09-01T19:26:26.5122058+10:00,72, P0, 121.32, 1965, 9001, 99, 28, 8281
2026-09-01T19:26:27.1337177+10:00,72, P0, 167.46, 1860, 9001, 99, 26, 8275
2026-09-01T19:26:27.7699479+10:00,73, P0, 174.97, 1935, 9001, 99, 26, 8275
2026-09-01T19:26:28.3879523+10:00,73, P0, 174.82, 1830, 9001, 99, 25, 8275
2026-09-01T19:26:28.9919369+10:00,72, P0, 174.20, 2070, 9001, 97, 97, 8281
2026-09-01T19:26:29.6140718+10:00,72, P0, 175.12, 2130, 9001, 97, 97, 8281
2026-09-01T19:26:30.2196175+10:00,73, P0, 171.94, 2355, 9001, 74, 73, 1395
