timestamp,temperature_c,pstate,power_w,sm_clock_mhz,memory_clock_mhz,gpu_util_pct,memory_util_pct,memory_used_mib
2026-09-01T19:27:00.7840791+10:00,76, P0, 112.24, 2340, 9001, 6, 0, 1157
2026-09-01T19:27:01.3838350+10:00,76, P0, 68.34, 2340, 9001, 6, 0, 1363
2026-09-01T19:27:01.9909455+10:00,75, P0, 55.22, 2040, 9001, 79, 8, 5813
2026-09-01T19:27:02.6296364+10:00,75, P0, 55.03, 2340, 9001, 32, 1, 5819
2026-09-01T19:27:03.2457375+10:00,75, P0, 55.81, 2340, 9001, 33, 1, 5819
2026-09-01T19:27:03.8510969+10:00,78, P0, 57.40, 2340, 9001, 48, 12, 7203
2026-09-01T19:27:04.4576744+10:00,82, P0, 82.57, 1890, 9001, 99, 28, 7198
2026-09-01T19:27:05.0807872+10:00,83, P0, 174.22, 1875, 9001, 99, 27, 7197
2026-09-01T19:27:05.7036708+10:00,84, P0, 174.32, 1845, 9001, 99, 27, 7197
2026-09-01T19:27:06.3074825+10:00,84, P0, 174.28, 1830, 9001, 100, 26, 7191
2026-09-01T19:27:07.0920509+10:00,83, P0, 174.07, 1980, 9001, 96, 84, 7197
2026-09-01T19:27:07.6808358+10:00,83, P0, 174.45, 2010, 9001, 96, 84, 7197
2026-09-01T19:27:08.2828449+10:00,80, P0, 174.00, 1965, 9001, 96, 84, 1391
