timestamp,temperature_c,pstate,power_w,sm_clock_mhz,memory_clock_mhz,gpu_util_pct,memory_util_pct,memory_used_mib
2026-09-01T19:26:30.8552569+10:00,67, P0, 116.09, 2355, 9001, 6, 0, 1155
2026-09-01T19:26:31.4436645+10:00,66, P0, 57.88, 2355, 9001, 6, 0, 1363
2026-09-01T19:26:32.0309730+10:00,66, P0, 48.99, 2355, 9001, 38, 1, 5813
2026-09-01T19:26:32.6169200+10:00,66, P0, 50.14, 2355, 9001, 37, 1, 5813
2026-09-01T19:26:33.2063764+10:00,66, P0, 51.42, 2355, 9001, 33, 1, 7193
2026-09-01T19:26:33.8109974+10:00,66, P0, 61.26, 1980, 9001, 47, 14, 7203
2026-09-01T19:26:34.3987074+10:00,75, P0, 118.53, 1950, 9001, 99, 29, 7203
2026-09-01T19:26:35.0133707+10:00,76, P0, 174.68, 1890, 9001, 99, 27, 7197
2026-09-01T19:26:35.6285917+10:00,76, P0, 174.04, 1875, 9001, 99, 26, 7197
2026-09-01T19:26:36.2454121+10:00,75, P0, 174.80, 2055, 9001, 97, 85, 7197
2026-09-01T19:26:36.8508112+10:00,75, P0, 174.38, 2010, 9001, 97, 85, 7203
2026-09-01T19:26:37.4384919+10:00,75, P0, 174.87, 2085, 9001, 97, 85, 7203
2026-09-01T19:26:38.0279802+10:00,70, P0, 126.26, 2355, 9001, 6, 0, 1397
