timestamp,temperature_c,pstate,power_w,sm_clock_mhz,memory_clock_mhz,gpu_util_pct,memory_util_pct,memory_used_mib
2026-09-01T19:29:33.6773925+10:00,71, P0, 65.03, 2340, 9001, 6, 0, 976
2026-09-01T19:29:34.2616604+10:00,70, P0, 50.78, 2340, 9001, 6, 0, 1178
2026-09-01T19:29:34.8485635+10:00,70, P0, 50.03, 2040, 9001, 6, 0, 5634
2026-09-01T19:29:35.4499859+10:00,70, P0, 49.80, 2355, 9001, 37, 1, 5639
2026-09-01T19:29:36.0566309+10:00,70, P0, 58.47, 2355, 9001, 60, 44, 8091
2026-09-01T19:29:36.6425408+10:00,77, P0, 88.64, 1920, 9001, 99, 28, 8102
2026-09-01T19:29:37.2644874+10:00,79, P0, 145.45, 1890, 9001, 99, 27, 8102
2026-09-01T19:29:37.8524758+10:00,78, P0, 175.76, 1845, 9001, 99, 25, 8102
2026-09-01T19:29:38.4695341+10:00,80, P0, 174.72, 1875, 9001, 99, 25, 8102
2026-09-01T19:29:39.0709330+10:00,78, P0, 173.51, 2100, 9001, 97, 97, 8096
2026-09-01T19:29:39.6755056+10:00,78, P0, 173.69, 1995, 9001, 97, 96, 8101
2026-09-01T19:29:40.2802612+10:00,78, P0, 174.64, 2085, 9001, 96, 94, 8102
2026-09-01T19:29:40.8513084+10:00,74, P0, 150.41, 2265, 9001, 6, 0, 974
