timestamp,temperature_c,pstate,power_w,sm_clock_mhz,memory_clock_mhz,gpu_util_pct,memory_util_pct,memory_used_mib
2026-09-01T19:29:48.7203351+10:00,75, P0, 129.49, 2340, 9001, 6, 0, 976
2026-09-01T19:29:49.3145649+10:00,74, P0, 74.30, 2340, 9001, 6, 0, 1184
2026-09-01T19:29:49.9190895+10:00,74, P0, 53.36, 2340, 9001, 6, 0, 5640
2026-09-01T19:29:50.5218681+10:00,74, P0, 55.99, 2340, 9001, 37, 1, 5634
2026-09-01T19:29:51.1413322+10:00,74, P0, 56.20, 2340, 9001, 49, 7, 7013
2026-09-01T19:29:51.7311905+10:00,80, P0, 91.65, 1920, 9001, 99, 29, 7023
2026-09-01T19:29:52.3348288+10:00,82, P0, 147.08, 1905, 9001, 99, 28, 7024
2026-09-01T19:29:52.9247978+10:00,82, P0, 174.91, 1920, 9001, 99, 27, 7024
2026-09-01T19:29:53.5285801+10:00,82, P0, 174.68, 1845, 9001, 99, 25, 7024
2026-09-01T19:29:54.1485001+10:00,81, P0, 174.08, 2010, 9001, 97, 85, 7018
2026-09-01T19:29:54.7524493+10:00,81, P0, 174.55, 1920, 9001, 97, 84, 7030
2026-09-01T19:29:55.3608118+10:00,81, P0, 174.81, 1995, 9001, 97, 85, 7030
2026-09-01T19:29:55.9634387+10:00,78, P0, 163.36, 2340, 9001, 7, 0, 986
