timestamp,temperature_c,pstate,power_w,sm_clock_mhz,memory_clock_mhz,gpu_util_pct,memory_util_pct,memory_used_mib
2026-09-01T19:29:11.2674679+10:00,60, P8, 8.40, 210, 405, 32, 2, 976
2026-09-01T19:29:11.8815536+10:00,61, P0, 12.89, 2040, 9001, 6, 0, 1183
2026-09-01T19:29:12.4810235+10:00,61, P0, 27.25, 2040, 9001, 6, 0, 5640
2026-09-01T19:29:13.0858528+10:00,62, P0, 48.23, 2355, 9001, 38, 1, 5640
2026-09-01T19:29:13.7072313+10:00,64, P0, 54.71, 2355, 9001, 46, 38, 8102
2026-09-01T19:29:14.2954987+10:00,71, P0, 99.51, 1950, 9001, 99, 29, 8102
2026-09-01T19:29:14.9007599+10:00,72, P0, 157.29, 1950, 9001, 99, 27, 8096
2026-09-01T19:29:15.5067543+10:00,72, P0, 174.69, 1935, 9001, 99, 25, 8101
2026-09-01T19:29:16.1099189+10:00,71, P0, 173.59, 2175, 9001, 97, 97, 8102
2026-09-01T19:29:16.7166750+10:00,71, P0, 174.40, 2145, 9001, 98, 98, 8102
2026-09-01T19:29:17.3848056+10:00,71, P0, 175.25, 2100, 9001, 97, 96, 8102
2026-09-01T19:29:17.9907709+10:00,72, P0, 174.54, 2175, 9001, 97, 97, 1216
