timestamp,temperature_c,pstate,power_w,sm_clock_mhz,memory_clock_mhz,gpu_util_pct,memory_util_pct,memory_used_mib
2026-09-01T19:21:45.6356778+10:00,80, P0, 81.10, 2340, 9001, 6, 0, 1157
2026-09-01T19:21:46.2500203+10:00,79, P0, 58.23, 2340, 9001, 21, 1, 1364
2026-09-01T19:21:46.8542147+10:00,79, P0, 57.93, 2040, 9001, 69, 8, 5820
2026-09-01T19:21:47.4751380+10:00,79, P0, 58.77, 2340, 9001, 31, 1, 5820
2026-09-01T19:21:48.0800918+10:00,79, P0, 61.76, 2340, 9001, 62, 21, 8626
2026-09-01T19:21:48.6984318+10:00,86, P0, 115.52, 1860, 9001, 99, 29, 8632
2026-09-01T19:21:49.3082960+10:00,87, P0, 176.43, 1785, 9001, 100, 27, 8632
2026-09-01T19:21:49.9127880+10:00,87, P0, 174.70, 1830, 9001, 99, 28, 8632
2026-09-01T19:21:50.5327085+10:00,87, P0, 170.46, 1785, 9001, 99, 25, 8632
2026-09-01T19:21:51.1538404+10:00,87, P0, 166.45, 1725, 9001, 100, 25, 8632
2026-09-01T19:21:51.7434140+10:00,87, P0, 162.95, 1725, 9001, 100, 26, 8627
2026-09-01T19:21:52.3481367+10:00,87, P0, 159.91, 1725, 9001, 99, 27, 8627
2026-09-01T19:21:52.9797097+10:00,87, P0, 162.80, 1725, 9001, 100, 38, 8632
2026-09-01T19:21:53.5862947+10:00,87, P0, 164.23, 1755, 9001, 99, 41, 8632
2026-09-01T19:21:54.1918394+10:00,87, P0, 164.64, 1620, 9001, 99, 45, 8632
2026-09-01T19:21:54.7951023+10:00,86, P0, 158.02, 1635, 9001, 100, 48, 8632
2026-09-01T19:21:55.4005578+10:00,87, P0, 154.69, 1650, 9001, 100, 51, 8632
2026-09-01T19:21:55.9923788+10:00,87, P0, 160.09, 1680, 9001, 100, 55, 8626
2026-09-01T19:21:56.5971599+10:00,87, P0, 161.76, 1680, 9001, 100, 57, 8626
2026-09-01T19:21:57.2052827+10:00,87, P0, 162.29, 1665, 9001, 100, 60, 8632
2026-09-01T19:21:57.8239044+10:00,87, P0, 162.77, 1665, 9001, 100, 61, 8632
2026-09-01T19:21:58.4260605+10:00,87, P0, 161.78, 1620, 9001, 100, 62, 8632
2026-09-01T19:21:59.0330481+10:00,86, P0, 155.07, 1620, 9001, 100, 62, 8632
2026-09-01T19:21:59.6715704+10:00,87, P0, 155.76, 1590, 9001, 100, 66, 8632
2026-09-01T19:22:00.2787565+10:00,86, P0, 156.59, 1605, 9001, 99, 66, 8627
2026-09-01T19:22:00.8843879+10:00,87, P0, 157.29, 1590, 9001, 100, 71, 8632
2026-09-01T19:22:01.5204913+10:00,82, P0, 104.59, 2130, 9001, 93, 19, 8638
2026-09-01T19:22:02.1258205+10:00,87, P0, 124.09, 1770, 9001, 98, 76, 8638
2026-09-01T19:22:02.7172394+10:00,87, P0, 168.60, 1695, 9001, 98, 74, 8638
2026-09-01T19:22:03.3539356+10:00,87, P0, 170.88, 1665, 9001, 98, 73, 8638
2026-09-01T19:22:03.9778741+10:00,87, P0, 162.87, 1635, 9001, 98, 74, 8633
2026-09-01T19:22:04.5952927+10:00,83, P0, 138.92, 2040, 9001, 6, 0, 1391
