timestamp,temperature_c,pstate,power_w,sm_clock_mhz,memory_clock_mhz,gpu_util_pct,memory_util_pct,memory_used_mib
2026-09-01T19:24:34.6356138+10:00,84, P0, 61.53, 2340, 9001, 6, 0, 1157
2026-09-01T19:24:35.2715824+10:00,83, P0, 61.26, 2040, 9001, 17, 0, 1364
2026-09-01T19:24:35.8927682+10:00,83, P0, 56.76, 2040, 9001, 6, 0, 5815
2026-09-01T19:24:36.5128792+10:00,83, P0, 58.19, 2250, 9001, 31, 1, 5815
2026-09-01T19:24:37.1308761+10:00,83, P0, 59.86, 2250, 9001, 29, 1, 8622
2026-09-01T19:24:37.7355715+10:00,88, P0, 84.61, 1650, 9001, 99, 26, 8632
2026-09-01T19:24:38.3716666+10:00,88, P0, 121.21, 1590, 9001, 100, 24, 8632
2026-09-01T19:24:38.9887410+10:00,88, P0, 138.16, 1590, 9001, 100, 24, 8632
2026-09-01T19:24:39.6079338+10:00,88, P0, 138.40, 1590, 9001, 99, 24, 8627
2026-09-01T19:24:40.2727221+10:00,88, P0, 138.57, 1590, 9001, 99, 22, 8627
2026-09-01T19:24:40.9097091+10:00,89, P0, 138.93, 1590, 9001, 100, 23, 8632
2026-09-01T19:24:41.5322647+10:00,89, P0, 139.89, 1590, 9001, 99, 23, 8632
2026-09-01T19:24:42.1382407+10:00,89, P0, 140.87, 1590, 9001, 100, 25, 8632
2026-09-01T19:24:42.7603775+10:00,89, P0, 142.71, 1575, 9001, 99, 31, 8632
2026-09-01T19:24:43.3672746+10:00,89, P0, 144.51, 1560, 9001, 100, 37, 8632
2026-09-01T19:24:43.9877580+10:00,88, P0, 146.51, 1560, 9001, 100, 44, 8627
2026-09-01T19:24:44.5966854+10:00,88, P0, 144.39, 1575, 9001, 100, 47, 8627
2026-09-01T19:24:45.2148549+10:00,88, P0, 142.81, 1590, 9001, 100, 48, 8632
2026-09-01T19:24:45.8218687+10:00,89, P0, 142.66, 1530, 9001, 100, 51, 8632
2026-09-01T19:24:46.5052975+10:00,89, P0, 143.54, 1545, 9001, 100, 54, 8632
2026-09-01T19:24:47.1250261+10:00,89, P0, 144.08, 1515, 9001, 100, 55, 8632
2026-09-01T19:24:47.7459536+10:00,89, P0, 144.41, 1530, 9001, 99, 56, 8627
2026-09-01T19:24:48.3790879+10:00,89, P0, 145.44, 1545, 9001, 100, 58, 8627
2026-09-01T19:24:48.9965431+10:00,89, P0, 145.80, 1545, 9001, 99, 59, 8632
2026-09-01T19:24:49.6193974+10:00,89, P0, 146.10, 1545, 9001, 100, 60, 8632
2026-09-01T19:24:50.2246324+10:00,89, P0, 146.99, 1500, 9001, 100, 64, 8632
2026-09-01T19:24:50.8625778+10:00,89, P0, 146.85, 1545, 9001, 100, 62, 8632
2026-09-01T19:24:51.4547580+10:00,89, P0, 145.67, 1485, 9001, 100, 65, 8632
2026-09-01T19:24:52.0728201+10:00,88, P0, 99.80, 1590, 9001, 98, 73, 8633
2026-09-01T19:24:52.7436422+10:00,89, P0, 124.60, 1590, 9001, 99, 73, 8638
2026-09-01T19:24:53.3774988+10:00,89, P0, 160.10, 1545, 9001, 98, 70, 8638
2026-09-01T19:24:54.0276036+10:00,89, P0, 152.55, 1545, 9001, 98, 70, 8638
2026-09-01T19:24:54.6460079+10:00,89, P0, 153.21, 1545, 9001, 98, 70, 8320
2026-09-01T19:24:55.2945288+10:00,85, P0, 133.41, 2340, 9001, 6, 0, 1396
