timestamp,temperature_c,pstate,power_w,sm_clock_mhz,memory_clock_mhz,gpu_util_pct,memory_util_pct,memory_used_mib
2026-09-01T19:24:12.8178561+10:00,84, P0, 61.62, 2340, 9001, 6, 0, 1157
2026-09-01T19:24:13.4202233+10:00,83, P0, 61.42, 2340, 9001, 6, 0, 1364
2026-09-01T19:24:14.0434400+10:00,83, P0, 55.13, 2340, 9001, 32, 1, 5820
2026-09-01T19:24:14.6617486+10:00,83, P0, 57.31, 2340, 9001, 28, 1, 5820
2026-09-01T19:24:15.2987386+10:00,83, P0, 61.48, 2340, 9001, 29, 1, 6458
2026-09-01T19:24:15.9359516+10:00,83, P0, 63.33, 2340, 9001, 93, 13, 10802
2026-09-01T19:24:16.5424392+10:00,88, P0, 140.98, 1590, 9001, 100, 23, 10802
2026-09-01T19:24:17.1524423+10:00,88, P0, 139.83, 1590, 9001, 99, 22, 10808
2026-09-01T19:24:17.8203927+10:00,89, P0, 139.51, 1590, 9001, 100, 22, 10808
2026-09-01T19:24:18.4417400+10:00,89, P0, 140.15, 1590, 9001, 100, 22, 10808
2026-09-01T19:24:19.0479267+10:00,89, P0, 141.40, 1590, 9001, 100, 22, 10808
2026-09-01T19:24:19.6533658+10:00,89, P0, 141.60, 1590, 9001, 99, 22, 10803
2026-09-01T19:24:20.2713041+10:00,89, P0, 142.12, 1515, 9001, 99, 24, 10803
2026-09-01T19:24:20.8905700+10:00,88, P0, 138.82, 1515, 9001, 100, 27, 10808
2026-09-01T19:24:21.5276738+10:00,88, P0, 136.45, 1515, 9001, 99, 37, 10808
2026-09-01T19:24:22.1345327+10:00,88, P0, 138.27, 1515, 9001, 99, 41, 10808
2026-09-01T19:24:22.7865453+10:00,88, P0, 139.76, 1515, 9001, 100, 45, 10808
2026-09-01T19:24:23.4351291+10:00,88, P0, 140.71, 1530, 9001, 100, 48, 10803
2026-09-01T19:24:24.0404775+10:00,88, P0, 142.17, 1515, 9001, 100, 51, 10803
2026-09-01T19:24:24.6457554+10:00,88, P0, 142.84, 1515, 9001, 100, 53, 10803
2026-09-01T19:24:25.2506492+10:00,88, P0, 143.11, 1515, 9001, 100, 54, 10808
2026-09-01T19:24:25.8567928+10:00,89, P0, 143.44, 1500, 9001, 99, 54, 10808
2026-09-01T19:24:26.4637377+10:00,88, P0, 144.51, 1515, 9001, 100, 58, 10808
2026-09-01T19:24:27.0859350+10:00,89, P0, 144.70, 1485, 9001, 100, 58, 10808
2026-09-01T19:24:27.6909886+10:00,89, P0, 144.75, 1470, 9001, 99, 58, 10803
2026-09-01T19:24:28.2999628+10:00,89, P0, 145.73, 1500, 9001, 100, 62, 10803
2026-09-01T19:24:28.9078033+10:00,89, P0, 146.09, 1500, 9001, 99, 60, 10808
2026-09-01T19:24:29.5445674+10:00,84, P0, 110.64, 2340, 9001, 6, 0, 10808
2026-09-01T19:24:30.1665746+10:00,84, P0, 72.05, 2340, 9001, 6, 0, 10808
2026-09-01T19:24:30.8047332+10:00,88, P0, 66.28, 2040, 9001, 94, 19, 10814
2026-09-01T19:24:31.4289886+10:00,88, P0, 115.82, 1665, 9001, 98, 98, 10809
2026-09-01T19:24:32.0688215+10:00,87, P0, 152.38, 1590, 9001, 98, 98, 10809
2026-09-01T19:24:32.7346286+10:00,88, P0, 151.29, 1590, 9001, 98, 98, 10814
2026-09-01T19:24:33.3742459+10:00,88, P0, 151.44, 1590, 9001, 98, 98, 1396
2026-09-01T19:24:33.9977043+10:00,84, P0, 90.47, 2340, 9001, 6, 0, 1396
