timestamp,temperature_c,pstate,power_w,sm_clock_mhz,memory_clock_mhz,gpu_util_pct,memory_util_pct,memory_used_mib
2026-09-01T19:22:26.0227372+10:00,82, P0, 60.51, 2340, 9001, 6, 0, 1157
2026-09-01T19:22:26.6352555+10:00,82, P0, 59.63, 2040, 9001, 20, 1, 1365
2026-09-01T19:22:27.2663440+10:00,81, P0, 55.84, 2040, 9001, 78, 9, 5815
2026-09-01T19:22:27.8850559+10:00,81, P0, 54.45, 2175, 9001, 31, 1, 5815
2026-09-01T19:22:28.4866157+10:00,81, P0, 57.14, 2175, 9001, 70, 7, 10765
2026-09-01T19:22:29.1087228+10:00,88, P0, 103.77, 1770, 9001, 99, 27, 10808
2026-09-01T19:22:29.7158252+10:00,87, P0, 146.09, 1590, 9001, 100, 23, 10809
2026-09-01T19:22:30.3231402+10:00,87, P0, 146.72, 1590, 9001, 99, 22, 10809
2026-09-01T19:22:30.9439519+10:00,87, P0, 138.47, 1590, 9001, 100, 22, 10809
2026-09-01T19:22:31.5660011+10:00,87, P0, 139.43, 1590, 9001, 100, 22, 10809
2026-09-01T19:22:32.1856547+10:00,87, P0, 139.86, 1590, 9001, 100, 22, 10803
2026-09-01T19:22:32.7755917+10:00,87, P0, 140.11, 1590, 9001, 99, 22, 10808
2026-09-01T19:22:33.3847390+10:00,87, P0, 140.50, 1590, 9001, 99, 23, 10808
2026-09-01T19:22:33.9906744+10:00,88, P0, 144.12, 1590, 9001, 99, 33, 10809
2026-09-01T19:22:34.5808653+10:00,88, P0, 147.20, 1590, 9001, 100, 40, 10809
2026-09-01T19:22:35.1852970+10:00,88, P0, 149.34, 1590, 9001, 100, 44, 10809
2026-09-01T19:22:35.8048759+10:00,88, P0, 151.09, 1590, 9001, 99, 45, 10803
2026-09-01T19:22:36.4118921+10:00,88, P0, 152.05, 1590, 9001, 99, 49, 10803
2026-09-01T19:22:37.0336883+10:00,88, P0, 153.63, 1590, 9001, 99, 52, 10808
2026-09-01T19:22:37.6388879+10:00,88, P0, 154.15, 1590, 9001, 100, 55, 10809
2026-09-01T19:22:38.2891099+10:00,88, P0, 154.47, 1590, 9001, 99, 55, 10809
2026-09-01T19:22:38.8949364+10:00,88, P0, 154.88, 1590, 9001, 99, 55, 10809
2026-09-01T19:22:39.5024061+10:00,89, P0, 156.35, 1590, 9001, 100, 62, 10809
2026-09-01T19:22:40.1500166+10:00,88, P0, 157.34, 1590, 9001, 100, 62, 10803
2026-09-01T19:22:40.7719780+10:00,89, P0, 158.21, 1590, 9001, 99, 64, 10808
2026-09-01T19:22:41.4082923+10:00,89, P0, 158.79, 1590, 9001, 99, 66, 10808
2026-09-01T19:22:42.0562568+10:00,84, P0, 123.21, 2340, 9001, 6, 0, 10809
2026-09-01T19:22:42.6923650+10:00,83, P0, 78.68, 2340, 9001, 6, 0, 10809
2026-09-01T19:22:43.3277592+10:00,86, P0, 77.48, 1965, 9001, 94, 97, 10815
2026-09-01T19:22:43.9690276+10:00,87, P0, 168.18, 1635, 9001, 98, 98, 10809
2026-09-01T19:22:44.5931266+10:00,87, P0, 155.57, 1590, 9001, 99, 98, 10809
2026-09-01T19:22:45.2146420+10:00,87, P0, 152.62, 1590, 9001, 98, 98, 10814
2026-09-01T19:22:45.8509230+10:00,87, P0, 152.28, 1590, 9001, 99, 98, 1397
2026-09-01T19:22:46.4864316+10:00,83, P0, 82.14, 2340, 9001, 6, 0, 1397
